ChemicalName,Formula,Synonyms,CatalogCode,CompanyName,Grade,Disposal,CAS,Class,CompatibleFamily,SignalWord,HazardStatement,GHSCodes,SDSURL,School,StoreRoom,Shelf,UOM,LastUsed,MinReorderAmount,Amount,Notes,KitCatalog
Iron(II) sulfide,FeS,Ferrous sulfide,,JT Baker,,,1317-37-9,Metal-containing compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA1402418&productDescription=iron-ii-sulfide-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-3,lb,,,1,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Incompatible Materials. Strong oxidizing agents. Strong acids.",
Iron(II) sulfide,FeS,Ferrous sulfide,,JT Baker,,,1317-37-9,Metal-containing compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA1402418&productDescription=iron-ii-sulfide-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-3,lb,,,1,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Incompatible Materials. Strong oxidizing agents. Strong acids.",
Ferrocene,C10H10Fe,Dicyclopentadienyliron,,Thermo,,,102-54-5,Metal-containing compound,,Danger,"Flammable solid
May damage fertility or the unborn child
May cause damage to organs
Harmful if swallowed","FL, CA, IR",https://www.fishersci.com/store/msds?partNumber=AA8720218&productDescription=ferrocene-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,g,,,50,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Keep away Health 2 Flammability 2 Instability 0 Physical hazards N/A    from heat, sparks and flame. Flammables area. Incompatible Materials. Strong oxidizing agents.",
"Lithium chloride, anhydrous",ClLi,Lithium monochloride.,,Mallinckrodt,,,7447-41-8,Inorganic salt,,Warning,"Harmful if swallowed
Causes skin irritation
Causes serious eye irritation",IR,https://www.fishersci.com/store/msds?partNumber=L121500&productDescription=lithium-chloride-certifd-g&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,lb,,,0.25,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Protect from direct sunlight. Store under an inert atmosphere. Incompatible Materials. Acids. Strong oxidizing agents. Halogens. Metals.",
Magnesium bromide,Br2Mg.6H2O,No information available,,EM Science,,,13446-53-2,Metal-containing compound,,Warning,"Causes skin irritation
Causes serious eye irritation
May cause respiratory irritation",IR,https://www.fishersci.com/store/msds?partNumber=AA4612036&productDescription=mag-bromide-hxhydrate-kg&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,g,,,250,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Incompatible Materials. Strong oxidizing agents.",
Manganese(II) sulfate monohydrate,MnO4S.H2O,Manganous sulfate monohydrate,,EM Science,,,10034-96-5,Metal-containing compound,,Danger,"Causes serious eye damage
May cause damage to organs","CO, CA",https://www.fishersci.com/store/msds?partNumber=AAA176150E&productDescription=mang-ii-sfat-monohyd-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,g,,,250,"Keep containers tightly closed in a dry, cool and well-ventilated place. Store under an inert atmosphere. Air sensitive. Incompatible Materials. Reducing Agent. Peroxides. Organic materials. Strong bases. Oxidizing agent.",
Manganese(II) chloride,Cl2Mn,Manganese dichloride,,JT Baker,,,7773-01-5,Metal-containing compound,,Danger,"Toxic if swallowed
Causes serious eye damage
May cause damage to organs","AC, CO, CA",https://www.fishersci.com/store/msds?partNumber=AC223612500&productDescription=manganese-ii-chloride-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,g,,,500,"Keep containers tightly closed in a dry, cool and well-ventilated place. Store under an inert atmosphere. Air sensitive. Incompatible Materials. Reducing Agent. Strong acids. Peroxides. Organic materials. Bases. Oxidizing agent.",
Molybdenum(VI) oxide,MoO3,Molybdenum trioxide,,Mallinckrodt,,,1313-27-5,Inorganic (other),,Warning,"Causes serious eye irritation
May cause respiratory irritation
Suspected of causing cancer","IR, CA",https://www.fishersci.com/store/msds?partNumber=AA1183722&productDescription=moly-vi-oxide-kg&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,lb,,,0.25,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Incompatible Materials. Strong oxidizing agents.",
Potassium hydrogen carbonate,CHKO3,Potassium bicarbonate,,Mallinckrodt,,,298-14-6,Metal-containing compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA4019536&productDescription=potassium-hydrgn-carb-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,g,,,250,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
Potassium bromide,BrK,"Bromide Salt of Potassium.
Hydrobromic Acid Potassium Salt",,JT Baker,,,7758-02-3,Metal-containing compound,,Warning,"Causes serious eye irritation
May cause respiratory irritation",IR,https://www.fishersci.com/store/msds?partNumber=AA1261230&productDescription=potassium-bromide-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
Potassium bromide,BrK,"Bromide Salt of Potassium.
Hydrobromic Acid Potassium Salt",,JT Baker,,,7758-02-3,Metal-containing compound,,Warning,"Causes serious eye irritation
May cause respiratory irritation",IR,https://www.fishersci.com/store/msds?partNumber=AA1261230&productDescription=potassium-bromide-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
Potassium carbonate sesquihydrate,CK2O3.1.5H2O,"Potash sesqui
Dipotassium salt of carbonic acid sesquihydrate
Pearl ash sesquihydrate",,JT Baker,,,6381-79-9,Metal-containing compound,,Warning,"Causes skin irritation
Causes serious eye irritation
May cause respiratory irritation",IR,https://www.fishersci.com/store/msds?partNumber=AC347200025&productDescription=potassium-carbonate-sesqu-g&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,g,,,500,"Keep containers tightly closed in a dry, cool and well-ventilated place. Corrosives area. Air sensitive. Incompatible Materials. Acids. Strong oxidizing agents.",
Potassium carbonate anhydrous,CK2O3,"Potash
Pearl ash
Dipotassium salt of carbonic acid",,Mallinckrodt,,,584-08-7,Metal-containing compound,,Warning,"Causes skin irritation
Causes serious eye irritation
May cause respiratory irritation",IR,https://www.fishersci.com/store/msds?partNumber=AAA166250E&productDescription=pot-carb-anhydrous-kg&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,g,,,250,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Acids. Strong oxidizing agents. Halogens.",
Potassium dichromate,Cr2K2O7,"Potassium bichromate.
Di
Dichromic acid, dipotassium salt",,JT Baker,,,7778-50-9,Metal-containing compound,,Danger,"May intensify fire; oxidizer
Toxic if swallowed
Harmful in contact with skin
Fatal if inhaled
Causes severe skin burns and eye damage
May cause respiratory irritation
May cause an allergic skin reaction
May cause allergy or asthma symptoms or breathing difficulties if inhaled
May cause genetic defects
May cause cancer
May damage fertility
May damage the unborn child
Causes damage to organs","OX, AC, IR, CO, CA",https://www.fishersci.com/store/msds?partNumber=AA1345022&productDescription=potassium-dichromate-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Do not store near combustible materials. Corrosives area. Incompatible Materials. Strong oxidizing agents. Reducing Agent. Acids. Strong bases. Acid anhydrides. Strong reducing agents. Combustible material.",
Potassium ferricyanide,C6FeK3N6,"Potassium prussiate
Everitt's salt
Prussiate of potash (Crystalline/Certified ACS)",,Mallinckrodt,,,13746-66-2,Metal-containing compound,,Warning,Causes serious eye irritation,IR,https://www.fishersci.com/store/msds?partNumber=P232500&productDescription=pot-ferricyanide-cert-acs-g&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,g,,,100,"Keep containers tightly closed in a dry, cool and well-ventilated place. Protect from direct sunlight. Incompatible Materials. Strong oxidizing agents. Acids.",
Potassium ferricyanide,C6FeK3N6,"Potassium prussiate
Everitt's salt
Prussiate of potash (Crystalline/Certified ACS)",,Mallinckrodt,,,13746-66-2,Metal-containing compound,,Warning,Causes serious eye irritation,IR,https://www.fishersci.com/store/msds?partNumber=P232500&productDescription=pot-ferricyanide-cert-acs-g&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,g,,,100,"Keep containers tightly closed in a dry, cool and well-ventilated place. Protect from direct sunlight. Incompatible Materials. Strong oxidizing agents. Acids.",
Potassium ferrocyanide trihydrate,C6FeN6.3H2O.4K,Potassium hexacyanoferrate(II),,Fisher,,,14459-95-1,Metal-containing compound,,None,None Identified,0,https://www.fishersci.com/store/msds?partNumber=AC211095000&productDescription=POTASSIUM+FERROCYANIDE+I+500GR&vendorId=VN00032119&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,g,,,250,0,
Potassium ferrocyanide trihydrate,C6FeN6.3H2O.4K,Potassium hexacyanoferrate(II),,Fisher,,,14459-95-1,Metal-containing compound,,None,None Identified,0,https://www.fishersci.com/store/msds?partNumber=AC211095000&productDescription=POTASSIUM+FERROCYANIDE+I+500GR&vendorId=VN00032119&countryCode=US&language=en,CSCC TUNXIS,6-144,A-4,g,,,250,0,
Sodium metabisulfite,Na2O5S2,Sodium pyrosulfite,,Sigma-Aldrich,,,7681-57-4,Metal-containing compound,,Danger,"Harmful if swallowed
Causes serious eye damage","IR, CO",https://www.fishersci.com/store/msds?partNumber=AAA173510E&productDescription=sodium-metabisulfite-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,500,"Keep containers tightly closed in a dry, cool and well-ventilated place. Keep away from acids. Incompatible Materials. Acids. Strong oxidizing agents.",
Sodium Molybdate Dihydrate,Na2MoO4.2H2O,"Di.
Molybdic Acid Sodium Dihydrate",,Fisher,,,10102-40-6,Metal-containing compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=S336500&productDescription=sodium-molybdate-certified-kg&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,500,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Halogens.",
Sodium selenite,Na2O3Se,"Di
Selenious Acid sodium salt",,Sigma-Aldrich,,,10102-18-8,Metal-containing compound,,Danger,"Causes skin irritation
Causes serious eye irritation
May cause an allergic skin reaction
Fatal if swallowed","IR, AC",https://www.fishersci.com/store/msds?partNumber=AC200731000&productDescription=sodium-selenite-anhydro-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,10,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Keep locked up. Keep away from water or moist air. Incompatible Materials. Acids. Strong acids.",
Potassium hydroxide,HKO,No information available,,J.T. Baker,,,1310-58-3,Metal-containing compound,,Danger,"May be corrosive to metals
Harmful if swallowed
Causes severe skin burns and eye damage
May cause respiratory irritation","CO, IR",https://www.fishersci.com/store/msds?partNumber=AC424145000&productDescription=potassium-hydroxide-reag-g&vendorId=VN00033901&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,1,"Keep containers tightly closed in a dry, cool and well-ventilated place. Corrosives area. Store under an inert atmosphere. Incompatible Materials. Strong oxidizing agents. Acids. Acid chlorides. Acid anhydrides. Ketones. Peroxides. Water. Metals.",
Potassium hydroxide,HKO,No information available,,J.T. Baker,,,1310-58-3,Metal-containing compound,,Danger,"May be corrosive to metals
Harmful if swallowed
Causes severe skin burns and eye damage
May cause respiratory irritation","CO, IR",https://www.fishersci.com/store/msds?partNumber=AC424145000&productDescription=potassium-hydroxide-reag-g&vendorId=VN00033901&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,1,"Keep containers tightly closed in a dry, cool and well-ventilated place. Corrosives area. Store under an inert atmosphere. Incompatible Materials. Strong oxidizing agents. Acids. Acid chlorides. Acid anhydrides. Ketones. Peroxides. Water. Metals.",
Potassium oxalate monohydrate,C2K2O4.H2O,"Oxalic acid, dipotassium salt monohydrate",,Fisher,,,6487-48-5,Metal-containing compound,,Warning,Harmful if swallowed,IR,https://www.fishersci.com/store/msds?partNumber=AA1345222&productDescription=pot-oxalate-monohyd-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,1,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Air sensitive. Store under an inert atmosphere. Keep container tightly closed in a dry and well-ventilated place. Incompatible Materials. Bases. Strong oxidizing agents. Acid chlorides. Metals. Ammonia. Halogens. nitriles.",
Potassium oxalate monohydrate,C2K2O4.H2O,"Oxalic acid, dipotassium salt monohydrate",,Fisher,,,6487-48-5,Metal-containing compound,,Warning,Harmful if swallowed,IR,https://www.fishersci.com/store/msds?partNumber=AA1345222&productDescription=pot-oxalate-monohyd-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,1,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Air sensitive. Store under an inert atmosphere. Keep container tightly closed in a dry and well-ventilated place. Incompatible Materials. Bases. Strong oxidizing agents. Acid chlorides. Metals. Ammonia. Halogens. nitriles.",
Potassium persulfate,K2O8S2,Dipotassium peroxydisulfate (Crystals/Crystalline Powder/Certified/Certified ACS),,Mallinckrodt,,,7727-21-1,Metal-containing compound,,Danger,"May intensify fire; oxidizer
Harmful if swallowed
Causes skin irritation
Causes serious eye irritation
May cause an allergic skin reaction
May cause allergy or asthma symptoms or breathing difficulties if inhaled
May cause respiratory irritation","OX, IR, CA",https://www.fishersci.com/store/msds?partNumber=P282100&productDescription=pot-persulfat-acs-g&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,1,"Keep containers tightly closed in a dry, cool and well-ventilated place. Do not store near combustible materials. Incompatible Materials. Strong oxidizing agents. Strong reducing agents. Strong bases. Alcohols. Organic materials. Finely powdered metals. Combustible material.",
Potassium Sulfamate,H2KNO3S,No information available,,Spectrum,,,13823-50-2,Metal-containing compound,,None,"Causes skin irration,
Causes serious eye irritation,
May cause respiratory irritation", IR,https://www.fishersci.com/store/msds?partNumber=AAB24447&productDescription=keyword&vendorId=VN00024248&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,250,0,
Silicon dioxide,O2Si,Silicon dioxide,,Sigma Aldrich,,,60676-86-0,Inorganic salt,,None,None Identified,[],https://www.sigmaaldrich.com/US/en/sds/aldrich/85356?srsltid=AfmBOoqDST_VUS2M-CUwkdVtpddSk9r-oOE66YrNHhLAH0kI8Y6dLEeN,CSCC TUNXIS,6-144,A-5,kg,,,1,0,
Sodium Acetate Anhydrous,C2H3NaO2,Sodium acetate,,Fisher,,,127-09-3,Metal-containing compound,,None,May form combustible dust in air, ,https://www.fishersci.com/store/msds?partNumber=BP3331&productDescription=sodium-acetate-anhydrous-g&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,0.5,Air sensitive. Store under an inert atmosphere. Keep container tightly closed in a dry and well-ventilated place. Incompatible Materials. Strong acids. Fluorine.,
Sodium hydrogen arsenate heptahydrate,2Na.AsHO4.7H2O,No information available,,JT Baker,,,10048-95-0,Metal-containing compound,,Danger,"May cause cancer
Toxic if swallowed","CA, AC",https://www.fishersci.com/store/msds?partNumber=AAA1827522&productDescription=sod-hydrn-arsenat-hepthyd-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,1,"Keep containers tightly closed in a dry, cool and well-ventilated place. Store under an inert atmosphere. Air sensitive. Incompatible Materials. Strong oxidizing agents. Water.",
Sodium bicarbonate,CHNaO3,"Sodium hydrogen carbonate
Sodium acid carbonate
Carbonic acid, monosodium salt (Crystalline/Powder/Certified ACS/USP/FCC/EP/BP/WP/JP)",,JT Baker,,,144-55-8,Metal-containing compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=S23350&productDescription=sodium-bicarbonate-cr-acs-kg&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,2,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Acids.",
Sodium bicarbonate,CHNaO3,"Sodium hydrogen carbonate
Sodium acid carbonate
Carbonic acid, monosodium salt (Crystalline/Powder/Certified ACS/USP/FCC/EP/BP/WP/JP)",,JT Baker,,,144-55-8,Metal-containing compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=S23350&productDescription=sodium-bicarbonate-cr-acs-kg&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,2,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Acids.",
Sodium bismuthate,BiNaO3,No information avaliable,,Mallinckrodt,,,12232-99-4,0,,Warning,"Causes skin irritation,
May cause respiratory irritation,
Harmful if swallowed
Causes serious eye irritation",IR,https://www.fishersci.com/store/msds?partNumber=AC448130250&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,0.12,0,
